prg. name,prg. version,cu,kind
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/AboutActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/backup/WorkTimeTrackerBackupAgentHelper.java	performBackup(ParcelFileDescriptor,	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/EventEditActivity.java	onPause()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/EventEditActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/EventEditActivity.java	onResume()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/EventListActivity.java	onPause()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/EventListActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/EventListActivity.java	onCreateOptionsMenu(Menu)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/EventListActivity.java	onCreateActionMode(ActionMode,	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/InsertDefaultTimesActivity.java	onPause()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/InsertDefaultTimesActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/InsertDefaultTimesActivity.java	onResume()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/MessageActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/MessageActivity.java	onResume()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/AppCompatPreferenceActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/AppCompatPreferenceActivity.java	onPostCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/AppCompatPreferenceActivity.java	onPostResume()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/AppCompatPreferenceActivity.java	onTitleChanged(CharSequence,	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/AppCompatPreferenceActivity.java	onConfigurationChanged(Configuration)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/AppCompatPreferenceActivity.java	onStop()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/AppCompatPreferenceActivity.java	onDestroy()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/DurationPreference.java	onBindDialogView(View)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/DurationPreference.java	showDialog(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/DurationPreference.java	onDialogClosed(boolean)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/TimePreference.java	onBindDialogView(View)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/options/TimePreference.java	onDialogClosed(boolean)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/OptionsActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/OptionsActivity.java	onResume()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/OptionsActivity.java	onStop()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/OptionsActivity.java	onPause()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/OptionsActivity.java	onRequestPermissionsResult(int,	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/ReportsActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/TaskListActivity.java	onPause()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/TaskListActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/TaskListActivity.java	onCreateOptionsMenu(Menu)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/TaskListActivity.java	onCreateContextMenu(ContextMenu,	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/TaskListActivity.java	onClick(DialogInterface,	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/TimeAheadActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/TimeAheadActivity.java	onResume()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/WorkTimeTrackerActivity.java	onCreate(Bundle)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/WorkTimeTrackerActivity.java	onStart()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/WorkTimeTrackerActivity.java	onCreateOptionsMenu(Menu)	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/WorkTimeTrackerActivity.java	onResume()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/WorkTimeTrackerActivity.java	onPause()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/WorkTimeTrackerActivity.java	onRequestPermissionsResult(int,	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/WorkTimeTrackerApplication.java	onCreate()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/WorkTimeTrackerApplication.java	onTerminate()	method
trackworktime	1.0.0	0003-trackworktime-v1.0.0/app/src/main/java/org/zephyrsoft/trackworktime/WorkTimeTrackerApplication.java	onLowMemory()	method
trackworktime	1.1.8	0002-trackworktime-v1.1.8/app/src/main/java/org/zephyrsoft/trackworktime/AboutActivity.java	onCreate(Bundle)	method
trackworktime	1.1.8	0002-trackworktime-v1.1.8/app/src/main/java/org/zephyrsoft/trackworktime/backup/WorkTimeTrackerBackupAgentHelper.java	performBackup(ParcelFileDescriptor,	method
